trial	chips_added_at_a_time	execution_time	edges	levels	diameter	ASPL	power	frequency	tempurature	picked_by	overlap	numchips	candidates	alpha
6	2	142.414791822	5	4	5	2.33333333333	56.7207	3600.0	42.24	temp	0.2	6	14	.75
7	2	160.919640779	5	3	5	2.33333333333	56.7207	3600.0	40.77	temp	0.2	6	14	.75
8	2	118.136620998	5	3	5	2.33333333333	56.7207	3600.0	41.29	temp	0.2	6	14	.75
9	2	117.606609106	5	3	5	2.33333333333	56.7207	3600.0	42.68	temp	0.2	6	14	.75
10	2	149.562018156	5	4	5	2.33333333333	56.7207	3600.0	42.53	temp	0.2	6	14	.75
1	2	156.205087185	7	3	3	1.66666666667	56.7207	3600.0	45.41	temp	0.2	6	14	1
2	2	195.900412083	6	2	3	1.73333333333	56.7207	3600.0	49.54	temp	0.2	6	14	1
3	2	180.351076841	6	2	3	1.73333333333	56.7207	3600.0	48.0	temp	0.2	6	14	1
4	2	192.21667099	6	3	3	1.73333333333	56.7207	3600.0	48.5	temp	0.2	6	14	1
5	2	214.410856009	6	2	3	1.73333333333	56.7207	3600.0	49.54	temp	0.2	6	14	1
6	2	152.421942949	6	3	3	1.73333333333	56.7207	3600.0	48.5	temp	0.2	6	14	1
7	2	154.53613615	7	3	3	1.66666666667	56.7207	3600.0	46.71	temp	0.2	6	14	1
8	2	161.952210903	7	3	3	1.66666666667	56.7207	3600.0	47.18	temp	0.2	6	14	1
9	2	123.936598778	7	2	3	1.66666666667	56.7207	3600.0	47.32	temp	0.2	6	14	1
10	2	205.158405781	6	3	3	1.73333333333	56.7207	3600.0	47.61	temp	0.2	6	14	1
1	1	270.664768934	5	4	5	2.33333333333	56.7207	3600.0	40.39	temp	0.2	6	14	0
2	1	266.309229851	5	5	5	2.33333333333	56.7207	3600.0	42.32	temp	0.2	6	14	0
3	1	251.51138401	5	4	4	2.13333333333	56.7207	3600.0	41.15	temp	0.2	6	14	0
4	1	129.582510948	5	3	5	2.33333333333	56.7207	3600.0	42.65	temp	0.2	6	14	0
5	1	269.441091061	5	4	5	2.33333333333	56.7207	3600.0	42.36	temp	0.2	6	14	0
6	1	265.288455009	5	4	5	2.33333333333	56.7207	3600.0	42.69	temp	0.2	6	14	0
7	1	125.84654808	5	3	4	2.06666666667	56.7207	3600.0	43.38	temp	0.2	6	14	0
8	1	202.775629044	5	4	5	2.33333333333	56.7207	3600.0	43.56	temp	0.2	6	14	0
9	1	205.487478971	5	4	5	2.33333333333	56.7207	3600.0	42.24	temp	0.2	6	14	0
10	1	280.537643909	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	0
1	1	214.292647123	5	4	5	2.33333333333	56.7207	3600.0	42.13	temp	0.2	6	14	.25
2	1	204.629929066	5	4	5	2.33333333333	56.7207	3600.0	40.58	temp	0.2	6	14	.25
3	1	189.401451826	5	3	5	2.33333333333	56.7207	3600.0	43.46	temp	0.2	6	14	.25
4	1	271.34987998	5	5	5	2.33333333333	56.7207	3600.0	39.96	temp	0.2	6	14	.25
5	1	261.856060982	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.25
6	1	257.669224024	5	4	5	2.33333333333	56.7207	3600.0	40.3	temp	0.2	6	14	.25
7	1	204.02569294	5	3	5	2.33333333333	56.7207	3600.0	41.28	temp	0.2	6	14	.25
8	1	261.516012907	5	5	5	2.33333333333	56.7207	3600.0	42.21	temp	0.2	6	14	.25
9	1	213.467061043	5	4	5	2.33333333333	56.7207	3600.0	42.65	temp	0.2	6	14	.25
10	1	288.078735113	5	5	5	2.33333333333	56.7207	3600.0	42.43	temp	0.2	6	14	.25
1	1	209.401570797	5	3	5	2.33333333333	56.7207	3600.0	43.33	temp	0.2	6	14	.5
2	1	254.999088049	5	4	5	2.33333333333	56.7207	3600.0	40.95	temp	0.2	6	14	.5
3	1	243.448478937	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.5
4	1	250.280050039	5	4	5	2.33333333333	56.7207	3600.0	42.65	temp	0.2	6	14	.5
5	1	227.582140207	5	3	5	2.33333333333	56.7207	3600.0	41.3	temp	0.2	6	14	.5
6	1	261.260954857	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.5
7	1	219.172837019	5	3	5	2.33333333333	56.7207	3600.0	43.01	temp	0.2	6	14	.5
8	1	196.410176039	5	4	5	2.33333333333	56.7207	3600.0	42.24	temp	0.2	6	14	.5
9	1	229.238922834	5	3	5	2.33333333333	56.7207	3600.0	41.48	temp	0.2	6	14	.5
10	1	267.939839125	5	4	5	2.33333333333	56.7207	3600.0	42.13	temp	0.2	6	14	.5
1	1	274.701589108	5	4	5	2.33333333333	56.7207	3600.0	42.36	temp	0.2	6	14	.75
2	1	255.282602072	5	4	5	2.33333333333	56.7207	3600.0	42.36	temp	0.2	6	14	.75
3	1	276.073677063	5	5	5	2.33333333333	56.7207	3600.0	39.81	temp	0.2	6	14	.75
4	1	212.010154009	5	4	4	2.13333333333	56.7207	3600.0	41.13	temp	0.2	6	14	.75
5	1	280.280503035	5	5	5	2.33333333333	56.7207	3600.0	42.27	temp	0.2	6	14	.75
6	1	204.251665831	5	4	5	2.33333333333	56.7207	3600.0	40.52	temp	0.2	6	14	.75
7	1	208.885803938	5	3	5	2.33333333333	56.7207	3600.0	43.07	temp	0.2	6	14	.75
8	1	192.1093328	5	4	5	2.33333333333	56.7207	3600.0	42.13	temp	0.2	6	14	.75
9	1	205.531951189	5	4	5	2.33333333333	56.7207	3600.0	40.4	temp	0.2	6	14	.75
10	1	213.471940041	5	3	5	2.33333333333	56.7207	3600.0	41.39	temp	0.2	6	14	.75
1	1	209.973025084	6	3	3	1.73333333333	56.7207	3600.0	47.88	temp	0.2	6	14	1
2	1	200.619072914	6	2	3	1.73333333333	56.7207	3600.0	48.0	temp	0.2	6	14	1
3	1	194.951884985	6	3	3	1.73333333333	56.7207	3600.0	48.5	temp	0.2	6	14	1
4	1	243.947809935	6	2	3	1.73333333333	41.9991	3200.0	43.37	temp	0.2	6	14	1
5	1	219.106992006	6	2	3	1.73333333333	56.7207	3600.0	48.0	temp	0.2	6	14	1
6	1	228.138689041	6	2	3	1.73333333333	41.9991	3200.0	43.93	temp	0.2	6	14	1
7	1	230.996128798	6	2	3	1.73333333333	41.9991	3200.0	43.93	temp	0.2	6	14	1
8	1	250.125688076	6	2	3	1.73333333333	41.9991	3200.0	43.37	temp	0.2	6	14	1
9	1	275.14179492	6	3	3	1.73333333333	56.7207	3600.0	48.5	temp	0.2	6	14	1
10	1	234.407158136	6	3	3	1.73333333333	56.7207	3600.0	47.88	temp	0.2	6	14	1
1	3	374.457261086	8	5	6	2.72222222222	56.7207	3600.0	43.38	temp	0.1	9	14	0
2	3	220.171739101	8	4	6	2.88888888889	56.7207	3600.0	42.97	temp	0.1	9	14	0
3	3	220.409591913	8	4	8	3.33333333333	56.7207	3600.0	41.03	temp	0.1	9	14	0
4	3	147.920886993	8	4	5	2.61111111111	56.7207	3600.0	44.68	temp	0.1	9	14	0
5	3	272.319390059	8	6	6	2.88888888889	56.7207	3600.0	42.22	temp	0.1	9	14	0
6	3	157.603971004	8	3	8	3.33333333333	56.7207	3600.0	41.73	temp	0.1	9	14	0
7	3	159.240227938	8	5	6	2.83333333333	56.7207	3600.0	44.0	temp	0.1	9	14	0
8	3	416.410617828	8	4	4	2.5	41.9991	3200.0	43.84	temp	0.1	9	14	0
9	3	249.361673117	8	6	8	3.33333333333	56.7207	3600.0	39.83	temp	0.1	9	14	0
10	3	243.527657986	9	5	6	2.55555555556	56.7207	3600.0	42.63	temp	0.1	9	14	0
1	3	192.706897974	8	5	6	2.83333333333	56.7207	3600.0	44.39	temp	0.1	9	14	.25
2	3	169.848684072	8	4	7	3.05555555556	56.7207	3600.0	42.37	temp	0.1	9	14	.25
3	3	180.863908052	8	4	7	3.0	56.7207	3600.0	42.39	temp	0.1	9	14	.25
4	3	234.92255187	9	5	5	2.44444444444	56.7207	3600.0	43.13	temp	0.1	9	14	.25
5	3	136.654453993	8	3	7	3.16666666667	56.7207	3600.0	41.07	temp	0.1	9	14	.25
6	3	158.379372835	8	3	6	2.83333333333	56.7207	3600.0	43.98	temp	0.1	9	14	.25
7	3	288.26101017	9	6	6	2.61111111111	56.7207	3600.0	40.61	temp	0.1	9	14	.25
8	3	217.302404881	8	5	7	3.16666666667	56.7207	3600.0	43.72	temp	0.1	9	14	.25
9	3	192.837473154	8	5	7	3.05555555556	56.7207	3600.0	43.91	temp	0.1	9	14	.25
10	3	288.234984875	8	5	7	3.16666666667	56.7207	3600.0	43.05	temp	0.1	9	14	.25
1	3	209.957998037	8	5	7	3.05555555556	56.7207	3600.0	43.63	temp	0.1	9	14	.5
2	3	194.67784977	8	5	7	3.0	56.7207	3600.0	42.35	temp	0.1	9	14	.5
3	3	257.718739033	9	3	5	2.55555555556	41.9991	3200.0	43.79	temp	0.1	9	14	.5
4	3	200.159733057	8	6	6	2.88888888889	56.7207	3600.0	41.16	temp	0.1	9	14	.5
5	3	158.61873889	8	3	7	3.05555555556	56.7207	3600.0	42.91	temp	0.1	9	14	.5
6	3	231.273693085	8	5	8	3.33333333333	56.7207	3600.0	41.85	temp	0.1	9	14	.5
7	3	222.988140106	9	4	7	2.88888888889	56.7207	3600.0	43.17	temp	0.1	9	14	.5
8	3	245.093353987	8	4	7	3.16666666667	56.7207	3600.0	43.44	temp	0.1	9	14	.5
9	3	327.969253063	8	3	8	3.33333333333	56.7207	3600.0	42.32	temp	0.1	9	14	.5
10	3	182.204881907	8	4	7	3.05555555556	56.7207	3600.0	41.58	temp	0.1	9	14	.5
1	3	215.667147875	9	5	7	3.0	56.7207	3600.0	40.69	temp	0.1	9	14	.75
2	3	182.918353081	8	4	6	2.77777777778	56.7207	3600.0	43.39	temp	0.1	9	14	.75
3	3	229.486708879	9	5	6	2.55555555556	56.7207	3600.0	42.64	temp	0.1	9	14	.75
4	3	145.41190505	8	3	6	2.83333333333	56.7207	3600.0	44.23	temp	0.1	9	14	.75
5	3	168.063652039	8	3	6	2.88888888889	56.7207	3600.0	44.79	temp	0.1	9	14	.75
6	3	185.927610874	8	3	8	3.33333333333	56.7207	3600.0	42.78	temp	0.1	9	14	.75
7	3	212.051582098	9	6	7	3.0	56.7207	3600.0	40.6	temp	0.1	9	14	.75
8	3	195.456959009	8	5	7	3.05555555556	56.7207	3600.0	41.63	temp	0.1	9	14	.75
9	3	147.797972918	8	4	7	3.05555555556	56.7207	3600.0	42.87	temp	0.1	9	14	.75
10	3	160.795055866	8	4	8	3.33333333333	56.7207	3600.0	43.27	temp	0.1	9	14	.75
1	3	174.921058893	11	4	4	2.05555555556	56.7207	3600.0	45.36	temp	0.1	9	14	1
2	3	309.173188925	10	3	4	2.16666666667	56.7207	3600.0	48.68	temp	0.1	9	14	1
3	3	199.949455976	11	2	4	2.05555555556	41.9991	3200.0	45.98	temp	0.1	9	14	1
4	3	322.83097291	11	3	4	2.05555555556	41.9991	3200.0	43.78	temp	0.1	9	14	1
5	3	281.78401804	11	3	4	2.11111111111	56.7207	3600.0	48.59	temp	0.1	9	14	1
6	3	311.640042067	11	4	4	2.05555555556	56.7207	3600.0	47.84	temp	0.1	9	14	1
7	3	299.13123703	10	4	4	2.11111111111	56.7207	3600.0	49.84	temp	0.1	9	14	1
8	3	535.671716928	10	3	4	2.22222222222	56.7207	3600.0	49.22	temp	0.1	9	14	1
9	3	310.185446024	10	3	4	2.11111111111	41.9991	3200.0	43.91	temp	0.1	9	14	1
10	3	267.400630951	11	3	4	2.11111111111	56.7207	3600.0	47.51	temp	0.1	9	14	1
1	2	295.791622162	8	5	7	3.0	56.7207	3600.0	42.04	temp	0.1	9	14	0
2	2	370.679108143	8	5	7	3.16666666667	56.7207	3600.0	43.58	temp	0.1	9	14	0
3	2	440.24417901	9	6	7	2.83333333333	56.7207	3600.0	40.25	temp	0.1	9	14	0
4	2	277.952630043	9	5	5	2.5	56.7207	3600.0	43.26	temp	0.1	9	14	0
5	2	257.907841921	8	6	6	2.83333333333	56.7207	3600.0	42.68	temp	0.1	9	14	0
6	2	402.723014116	9	6	7	3.0	56.7207	3600.0	41.06	temp	0.1	9	14	0
7	2	282.83468008	9	5	5	2.5	56.7207	3600.0	42.85	temp	0.1	9	14	0
8	2	380.272725105	8	5	8	3.33333333333	56.7207	3600.0	39.49	temp	0.1	9	14	0
9	2	352.777076006	9	5	7	3.0	56.7207	3600.0	42.65	temp	0.1	9	14	0
10	2	285.124086142	8	5	6	2.72222222222	56.7207	3600.0	44.14	temp	0.1	9	14	0
1	2	658.416888952	8	6	6	2.77777777778	56.7207	3600.0	42.91	temp	0.1	9	14	.25
2	2	281.332837105	8	4	7	3.0	56.7207	3600.0	41.51	temp	0.1	9	14	.25
3	2	219.962532043	8	3	7	3.16666666667	56.7207	3600.0	43.6	temp	0.1	9	14	.25
4	2	269.242411852	9	4	7	2.88888888889	56.7207	3600.0	43.0	temp	0.1	9	14	.25
5	2	271.220582008	8	4	7	3.16666666667	56.7207	3600.0	42.75	temp	0.1	9	14	.25
6	2	231.637634993	10	4	6	2.44444444444	56.7207	3600.0	44.63	temp	0.1	9	14	.25
7	2	299.796875	8	5	7	3.0	56.7207	3600.0	43.41	temp	0.1	9	14	.25
8	2	418.441173077	8	6	7	3.05555555556	56.7207	3600.0	42.39	temp	0.1	9	14	.25
9	2	291.721112013	8	4	8	3.33333333333	56.7207	3600.0	41.83	temp	0.1	9	14	.25
10	2	229.817182064	9	4	6	2.55555555556	56.7207	3600.0	45.08	temp	0.1	9	14	.25
1	2	406.387803078	9	6	6	2.66666666667	56.7207	3600.0	40.37	temp	0.1	9	14	.5
2	2	286.146276951	8	5	6	2.77777777778	56.7207	3600.0	43.56	temp	0.1	9	14	.5
3	2	279.959191084	9	5	6	2.55555555556	56.7207	3600.0	42.74	temp	0.1	9	14	.5
4	2	318.583621979	8	5	7	3.0	56.7207	3600.0	42.28	temp	0.1	9	14	.5
5	2	231.435672045	9	4	6	2.66666666667	56.7207	3600.0	43.4	temp	0.1	9	14	.5
6	2	348.165358067	8	4	8	3.33333333333	56.7207	3600.0	40.74	temp	0.1	9	14	.5
7	2	276.95489192	9	5	6	2.66666666667	56.7207	3600.0	44.11	temp	0.1	9	14	.5
8	2	268.202939987	8	4	7	3.16666666667	56.7207	3600.0	43.42	temp	0.1	9	14	.5
9	2	498.031884909	8	6	8	3.33333333333	56.7207	3600.0	38.67	temp	0.1	9	14	.5
10	2	286.168305159	9	5	6	2.72222222222	56.7207	3600.0	42.66	temp	0.1	9	14	.5
1	2	346.696130991	8	6	7	3.16666666667	56.7207	3600.0	40.0	temp	0.1	9	14	.75
2	2	307.693571091	9	4	6	2.66666666667	56.7207	3600.0	44.28	temp	0.1	9	14	.75
3	2	254.029515982	9	5	5	2.61111111111	56.7207	3600.0	43.68	temp	0.1	9	14	.75
4	2	317.282715082	8	5	6	2.83333333333	56.7207	3600.0	43.89	temp	0.1	9	14	.75
5	2	430.480703115	8	6	8	3.33333333333	56.7207	3600.0	42.08	temp	0.1	9	14	.75
6	2	218.299332857	8	3	8	3.33333333333	56.7207	3600.0	42.47	temp	0.1	9	14	.75
7	2	245.657230139	8	5	8	3.33333333333	56.7207	3600.0	39.31	temp	0.1	9	14	.75
8	2	389.099167109	8	6	6	2.88888888889	56.7207	3600.0	40.21	temp	0.1	9	14	.75
9	2	256.382609844	11	5	5	2.16666666667	56.7207	3600.0	43.04	temp	0.1	9	14	.75
10	2	209.962392092	8	4	6	2.88888888889	56.7207	3600.0	43.87	temp	0.1	9	14	.75
1	2	351.161715984	11	3	4	2.05555555556	41.9991	3200.0	44.85	temp	0.1	9	14	1
2	2	303.721825838	11	3	4	2.11111111111	56.7207	3600.0	47.09	temp	0.1	9	14	1
3	2	358.331742048	10	3	4	2.16666666667	41.9991	3200.0	44.69	temp	0.1	9	14	1
4	2	450.894251823	11	3	4	2.05555555556	56.7207	3600.0	47.88	temp	0.1	9	14	1
5	2	320.731769085	12	3	4	2.0	56.7207	3600.0	48.72	temp	0.1	9	14	1
6	2	341.321920872	11	3	4	2.05555555556	56.7207	3600.0	48.78	temp	0.1	9	14	1
7	2	323.813657045	11	3	4	2.05555555556	41.9991	3200.0	43.36	temp	0.1	9	14	1
8	2	401.385633945	11	3	4	2.05555555556	41.9991	3200.0	44.83	temp	0.1	9	14	1
9	2	319.270065069	11	2	4	2.05555555556	41.9991	3200.0	44.06	temp	0.1	9	14	1
10	2	289.136554003	10	3	4	2.16666666667	56.7207	3600.0	47.01	temp	0.1	9	14	1
1	1	562.895714045	8	5	8	3.33333333333	56.7207	3600.0	41.51	temp	0.1	9	14	0
2	1	540.30647397	8	4	7	3.16666666667	56.7207	3600.0	42.41	temp	0.1	9	14	0
3	1	613.528028011	8	5	7	3.0	56.7207	3600.0	40.84	temp	0.1	9	14	0
4	1	788.219088078	8	7	8	3.33333333333	56.7207	3600.0	41.72	temp	0.1	9	14	0
5	1	632.262292862	8	6	7	3.0	56.7207	3600.0	42.41	temp	0.1	9	14	0
6	1	613.257905006	8	5	7	3.16666666667	56.7207	3600.0	42.51	temp	0.1	9	14	0
7	1	442.772293091	8	3	8	3.33333333333	56.7207	3600.0	43.05	temp	0.1	9	14	0
8	1	654.655502796	8	5	6	3.0	56.7207	3600.0	42.14	temp	0.1	9	14	0
9	1	780.499185085	8	6	7	3.16666666667	56.7207	3600.0	42.17	temp	0.1	9	14	0
10	1	640.029081821	8	4	8	3.33333333333	56.7207	3600.0	41.23	temp	0.1	9	14	0
1	1	1033.17940187	8	7	8	3.33333333333	56.7207	3600.0	38.59	temp	0.1	9	14	.25
2	1	731.844816923	8	5	8	3.33333333333	56.7207	3600.0	40.26	temp	0.1	9	14	.25
3	1	602.444841862	8	5	8	3.33333333333	56.7207	3600.0	41.19	temp	0.1	9	14	.25
4	1	663.325230122	8	5	7	3.16666666667	56.7207	3600.0	41.64	temp	0.1	9	14	.25
5	1	642.11015296	8	4	8	3.33333333333	56.7207	3600.0	39.85	temp	0.1	9	14	.25
6	1	529.783939123	9	5	7	2.83333333333	56.7207	3600.0	40.37	temp	0.1	9	14	.25
7	1	784.749470949	8	6	7	3.16666666667	56.7207	3600.0	39.88	temp	0.1	9	14	.25
8	1	650.903403044	8	5	8	3.33333333333	56.7207	3600.0	41.54	temp	0.1	9	14	.25
9	1	983.309952021	8	6	8	3.33333333333	56.7207	3600.0	39.28	temp	0.1	9	14	.25
10	1	1042.42127395	8	6	7	3.16666666667	56.7207	3600.0	40.3	temp	0.1	9	14	.25
1	1	744.332182169	8	5	5	2.66666666667	56.7207	3600.0	42.31	temp	0.1	9	14	.5
2	1	439.417342901	8	3	8	3.33333333333	56.7207	3600.0	42.2	temp	0.1	9	14	.5
3	1	579.469656944	8	4	7	3.16666666667	56.7207	3600.0	42.21	temp	0.1	9	14	.5
4	1	1129.31954217	9	6	6	2.77777777778	56.7207	3600.0	40.2	temp	0.1	9	14	.5
5	1	577.21887207	8	4	8	3.33333333333	56.7207	3600.0	40.81	temp	0.1	9	14	.5
6	1	581.783029079	8	4	6	2.88888888889	56.7207	3600.0	43.61	temp	0.1	9	14	.5
7	1	756.03421998	8	5	8	3.33333333333	56.7207	3600.0	39.97	temp	0.1	9	14	.5
8	1	436.014867067	8	4	8	3.33333333333	56.7207	3600.0	41.12	temp	0.1	9	14	.5
9	1	740.516903162	8	6	8	3.33333333333	56.7207	3600.0	39.63	temp	0.1	9	14	.5
10	1	661.677405119	8	5	7	3.05555555556	56.7207	3600.0	41.21	temp	0.1	9	14	.5
1	1	495.906904936	9	4	7	2.88888888889	56.7207	3600.0	42.25	temp	0.1	9	14	.75
2	1	642.824862957	8	4	8	3.33333333333	56.7207	3600.0	42.28	temp	0.1	9	14	.75
3	1	588.546315193	8	4	8	3.33333333333	56.7207	3600.0	41.05	temp	0.1	9	14	.75
4	1	464.216234922	8	4	7	3.0	56.7207	3600.0	42.06	temp	0.1	9	14	.75
5	1	812.635815144	8	6	8	3.33333333333	56.7207	3600.0	42.28	temp	0.1	9	14	.75
6	1	779.122420073	8	6	8	3.33333333333	56.7207	3600.0	39.8	temp	0.1	9	14	.75
7	1	834.62243104	8	5	8	3.33333333333	56.7207	3600.0	39.61	temp	0.1	9	14	.75
8	1	844.592132807	8	6	8	3.33333333333	56.7207	3600.0	41.75	temp	0.1	9	14	.75
9	1	568.749329805	8	4	7	3.16666666667	56.7207	3600.0	40.38	temp	0.1	9	14	.75
10	1	713.300838947	8	6	7	3.16666666667	56.7207	3600.0	42.35	temp	0.1	9	14	.75
1	1	569.740839005	11	3	4	2.05555555556	56.7207	3600.0	47.16	temp	0.1	9	14	1
2	1	615.977804899	11	4	4	2.05555555556	56.7207	3600.0	48.79	temp	0.1	9	14	1
3	1	606.52907896	11	3	4	2.05555555556	41.9991	3200.0	44.71	temp	0.1	9	14	1
4	1	837.607854843	11	3	4	2.05555555556	41.9991	3200.0	43.96	temp	0.1	9	14	1
5	1	511.117967844	11	3	4	2.05555555556	41.9991	3200.0	43.42	temp	0.1	9	14	1
6	1	976.853230953	11	3	4	2.05555555556	41.9991	3200.0	43.89	temp	0.1	9	14	1
7	1	417.134318113	11	3	4	2.11111111111	56.7207	3600.0	48.83	temp	0.1	9	14	1
8	1	673.780157089	11	2	4	2.05555555556	41.9991	3200.0	46.37	temp	0.1	9	14	1
9	1	645.292789936	11	3	4	2.05555555556	56.7207	3600.0	49.29	temp	0.1	9	14	1
10	1	704.439274073	11	3	4	2.05555555556	41.9991	3200.0	44.06	temp	0.1	9	14	1
1	3	77.2851278782	5	4	5	2.33333333333	56.7207	3600.0	39.96	temp	0.1	6	14	0
2	3	117.800023079	5	5	5	2.33333333333	56.7207	3600.0	40.6	temp	0.1	6	14	0
3	3	60.0264809132	5	3	5	2.33333333333	56.7207	3600.0	40.93	temp	0.1	6	14	0
4	3	60.8763639927	5	3	4	2.06666666667	56.7207	3600.0	41.88	temp	0.1	6	14	0
5	3	97.5300810337	5	4	4	2.13333333333	56.7207	3600.0	40.03	temp	0.1	6	14	0
6	3	74.3095591068	5	4	4	2.06666666667	56.7207	3600.0	39.9	temp	0.1	6	14	0
7	3	92.83167696	5	5	5	2.33333333333	56.7207	3600.0	38.11	temp	0.1	6	14	0
8	3	87.9193658829	5	4	4	2.13333333333	56.7207	3600.0	40.03	temp	0.1	6	14	0
9	3	69.4197349548	5	3	5	2.33333333333	56.7207	3600.0	40.91	temp	0.1	6	14	0
10	3	60.5764200687	5	3	5	2.33333333333	56.7207	3600.0	40.2	temp	0.1	6	14	0
1	3	80.8780720234	5	4	4	2.06666666667	56.7207	3600.0	41.61	temp	0.1	6	14	.25
2	3	77.5763449669	5	4	4	2.13333333333	56.7207	3600.0	40.13	temp	0.1	6	14	.25
3	3	88.7986268997	5	4	4	2.06666666667	56.7207	3600.0	40.13	temp	0.1	6	14	.25
4	3	77.548486948	5	4	4	2.13333333333	56.7207	3600.0	40.12	temp	0.1	6	14	.25
5	3	64.3967928886	5	3	4	2.13333333333	56.7207	3600.0	41.16	temp	0.1	6	14	.25
6	3	101.703511953	5	4	5	2.33333333333	56.7207	3600.0	40.97	temp	0.1	6	14	.25
7	3	62.1654560566	5	3	5	2.33333333333	56.7207	3600.0	39.13	temp	0.1	6	14	.25
8	3	83.1080739498	5	3	4	2.06666666667	56.7207	3600.0	40.92	temp	0.1	6	14	.25
9	3	78.9588530064	5	4	5	2.33333333333	56.7207	3600.0	39.46	temp	0.1	6	14	.25
10	3	78.2360138893	5	4	5	2.33333333333	56.7207	3600.0	40.55	temp	0.1	6	14	.25
1	3	79.267343998	5	4	4	2.13333333333	56.7207	3600.0	39.96	temp	0.1	6	14	.5
2	3	108.257766008	5	4	5	2.33333333333	56.7207	3600.0	39.46	temp	0.1	6	14	.5
3	3	79.1478669643	5	4	4	2.06666666667	56.7207	3600.0	41.15	temp	0.1	6	14	.5
4	3	65.8901789188	5	3	5	2.33333333333	56.7207	3600.0	40.78	temp	0.1	6	14	.5
5	3	66.3524160385	5	3	4	2.13333333333	56.7207	3600.0	41.3	temp	0.1	6	14	.5
6	3	77.9271869659	5	4	5	2.33333333333	56.7207	3600.0	39.76	temp	0.1	6	14	.5
7	3	80.784676075	5	4	4	2.06666666667	56.7207	3600.0	41.5	temp	0.1	6	14	.5
8	3	70.8319649696	5	3	5	2.33333333333	56.7207	3600.0	40.04	temp	0.1	6	14	.5
9	3	76.2141499519	5	4	4	2.06666666667	56.7207	3600.0	40.53	temp	0.1	6	14	.5
10	3	110.478979111	5	5	5	2.33333333333	56.7207	3600.0	38.07	temp	0.1	6	14	.5
1	3	63.3829851151	6	3	4	1.93333333333	56.7207	3600.0	42.05	temp	0.1	6	14	.75
2	3	128.25912714	5	3	4	2.06666666667	56.7207	3600.0	41.38	temp	0.1	6	14	.75
3	3	117.220148087	5	4	5	2.33333333333	56.7207	3600.0	41.99	temp	0.1	6	14	.75
4	3	85.2225658894	5	3	5	2.33333333333	56.7207	3600.0	40.26	temp	0.1	6	14	.75
5	3	104.720150948	5	3	4	2.13333333333	56.7207	3600.0	41.55	temp	0.1	6	14	.75
6	3	97.5750072002	5	2	5	2.33333333333	56.7207	3600.0	41.46	temp	0.1	6	14	.75
7	3	95.6627469063	5	5	5	2.33333333333	56.7207	3600.0	38.47	temp	0.1	6	14	.75
8	3	84.27003479	5	3	4	2.13333333333	56.7207	3600.0	40.93	temp	0.1	6	14	.75
9	3	113.318083048	6	3	3	1.73333333333	56.7207	3600.0	42.62	temp	0.1	6	14	.75
10	3	63.6999809742	5	3	4	2.06666666667	56.7207	3600.0	41.13	temp	0.1	6	14	.75
1	3	87.5034570694	6	3	3	1.73333333333	56.7207	3600.0	45.16	temp	0.1	6	14	1
2	3	73.5841450691	6	3	3	1.73333333333	56.7207	3600.0	45.03	temp	0.1	6	14	1
3	3	118.709653854	5	3	3	1.86666666667	56.7207	3600.0	42.63	temp	0.1	6	14	1
4	3	67.8335821629	7	3	3	1.66666666667	56.7207	3600.0	44.49	temp	0.1	6	14	1
5	3	64.6964230537	6	3	3	1.8	56.7207	3600.0	43.59	temp	0.1	6	14	1
6	3	79.2934908867	6	3	3	1.73333333333	56.7207	3600.0	42.62	temp	0.1	6	14	1
7	3	77.0554330349	6	3	3	1.73333333333	56.7207	3600.0	45.65	temp	0.1	6	14	1
8	3	75.8753139973	6	3	3	1.73333333333	56.7207	3600.0	45.03	temp	0.1	6	14	1
9	3	68.3260798454	6	3	3	1.73333333333	56.7207	3600.0	45.03	temp	0.1	6	14	1
10	3	92.6778540611	7	3	3	1.66666666667	56.7207	3600.0	43.97	temp	0.1	6	14	1
1	2	154.741697073	5	3	5	2.33333333333	56.7207	3600.0	40.19	temp	0.1	6	14	0
2	2	147.367771149	5	4	4	2.06666666667	56.7207	3600.0	41.2	temp	0.1	6	14	0
3	2	185.721042156	5	5	5	2.33333333333	56.7207	3600.0	40.59	temp	0.1	6	14	0
4	2	138.516180992	5	4	5	2.33333333333	56.7207	3600.0	40.64	temp	0.1	6	14	0
5	2	138.778145075	5	4	5	2.33333333333	56.7207	3600.0	39.25	temp	0.1	6	14	0
6	2	175.038617134	5	5	5	2.33333333333	56.7207	3600.0	38.03	temp	0.1	6	14	0
7	2	158.27028513	5	3	4	2.13333333333	56.7207	3600.0	41.68	temp	0.1	6	14	0
8	2	198.650316954	5	5	5	2.33333333333	56.7207	3600.0	37.92	temp	0.1	6	14	0
9	2	136.276887894	5	4	4	2.06666666667	56.7207	3600.0	40.21	temp	0.1	6	14	0
10	2	183.54658103	5	4	5	2.33333333333	56.7207	3600.0	39.44	temp	0.1	6	14	0
